feature_a,feature_b,type_a,type_b,sample_rows,pearson_r,valid_rows,spearman_r,missingness_phi,eta_squared,cramers_v_corrected
min_investment_amount,media_channel,numerical,categorical,100000,,100000,,,3.098336555991454e-05,
min_investment_amount,publisher_customer_id,numerical,categorical,100000,,100000,,,0.00016743100361256037,
min_investment_amount,service_code,numerical,categorical,100000,,100000,,,5.014274630192897e-07,
min_investment_amount,week_day,numerical,categorical,100000,,100000,,,6.0318902117760844e-05,
term_months,listing_set,numerical,categorical,100000,,100000,,,4.441728878311353e-06,
term_months,mbt_star_rating,numerical,numerical,100000,0.0009808254623771596,91940,0.0021513703127801318,,,
term_months,assets_usd,numerical,numerical,100000,-0.0033626088597386306,100000,0.004644674778759743,,,
term_months,popularity_tier_national,numerical,categorical,100000,,100000,,,2.547162561078822e-05,
term_months,trust_tier_1to5,numerical,numerical,100000,0.002925636996436727,100000,0.0032208085006386234,,,
term_months,widget_pos,numerical,numerical,100000,-0.004827392658468685,100000,-0.0052683550356058114,,,
term_months,inventory_type,numerical,categorical,100000,,100000,,,1.90518378271049e-05,
term_months,widget_id,numerical,categorical,100000,,100000,,,0.0,
term_months,device_type_id,numerical,categorical,100000,,100000,,,4.634173062476632e-06,
term_months,compounding_method,numerical,categorical,100000,,100000,,,3.6763501097500547e-06,
term_months,state_code,numerical,categorical,100000,,100000,,,1.4038642791688156e-05,
term_months,advertiser_customer_id,numerical,categorical,100000,,100000,,,0.0002853012477031528,
term_months,advertiser_account_id,numerical,categorical,100000,,100000,,,0.00039844490466153494,
term_months,listing_style_id,numerical,categorical,100000,,100000,,,2.1948180202222777e-05,
term_months,publisher.accountid,numerical,categorical,100000,,100000,,,0.00020326562779127117,
term_months,media_channel,numerical,categorical,100000,,100000,,,2.529693022300974e-05,
term_months,publisher_customer_id,numerical,categorical,100000,,100000,,,0.0001927410592199193,
term_months,service_code,numerical,categorical,100000,,100000,,,3.4124729718417514e-05,
term_months,week_day,numerical,categorical,100000,,100000,,,7.565331778726496e-05,
listing_set,mbt_star_rating,categorical,numerical,100000,,91940,,,4.5753535016473596e-05,
listing_set,assets_usd,categorical,numerical,100000,,100000,,,9.185518043835047e-08,
listing_set,popularity_tier_national,categorical,categorical,100000,,100000,,,,0.0
listing_set,trust_tier_1to5,categorical,numerical,100000,,100000,,,1.44423241767767e-06,
listing_set,widget_pos,categorical,numerical,100000,,100000,,,2.544319434908673e-07,
listing_set,inventory_type,categorical,categorical,100000,,100000,,,,0.0
listing_set,widget_id,categorical,categorical,100000,,100000,,,,
listing_set,device_type_id,categorical,categorical,100000,,100000,,,,0.0
listing_set,compounding_method,categorical,categorical,100000,,100000,,,,0.0019629175595394775
listing_set,state_code,categorical,categorical,100000,,100000,,,,0.01111014242568715
listing_set,advertiser_customer_id,categorical,categorical,100000,,100000,,,,0.009030872896618773
listing_set,advertiser_account_id,categorical,categorical,100000,,100000,,,,0.0
listing_set,listing_style_id,categorical,categorical,100000,,100000,,,,0.004010671687500739
listing_set,publisher.accountid,categorical,categorical,100000,,100000,,,,0.0
listing_set,media_channel,categorical,categorical,100000,,100000,,,,0.004269079319565381
listing_set,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0
listing_set,service_code,categorical,categorical,100000,,100000,,,,0.003755886978318443
listing_set,week_day,categorical,categorical,100000,,100000,,,,0.0
mbt_star_rating,assets_usd,numerical,numerical,100000,0.0052609550659321325,91940,-2.100228693870526e-05,,,
mbt_star_rating,popularity_tier_national,numerical,categorical,100000,,91940,,,6.854433080418346e-05,
mbt_star_rating,trust_tier_1to5,numerical,numerical,100000,0.0016693671532722549,91940,0.0016743960100346115,,,
mbt_star_rating,widget_pos,numerical,numerical,100000,0.0006388886911995311,91940,0.000637121443340464,,,
mbt_star_rating,inventory_type,numerical,categorical,100000,,91940,,,1.3452998740926658e-07,
mbt_star_rating,widget_id,numerical,categorical,100000,,91940,,,0.0,
mbt_star_rating,device_type_id,numerical,categorical,100000,,91940,,,4.285376711254335e-05,
mbt_star_rating,compounding_method,numerical,categorical,100000,,91940,,,3.684661685790297e-05,
mbt_star_rating,state_code,numerical,categorical,100000,,91940,,-0.00041195606676613233,4.06165298955881e-05,
mbt_star_rating,advertiser_customer_id,numerical,categorical,100000,,91940,,,0.00021822912789477427,
mbt_star_rating,advertiser_account_id,numerical,categorical,100000,,91940,,,0.0004720182802536393,
mbt_star_rating,listing_style_id,numerical,categorical,100000,,91940,,,5.466808717385549e-06,
mbt_star_rating,publisher.accountid,numerical,categorical,100000,,91940,,,0.0001458759653161056,
mbt_star_rating,media_channel,numerical,categorical,100000,,91940,,,3.358336742788704e-05,
mbt_star_rating,publisher_customer_id,numerical,categorical,100000,,91940,,,0.0003455407918637593,
mbt_star_rating,service_code,numerical,categorical,100000,,91940,,,7.800364999016686e-06,
mbt_star_rating,week_day,numerical,categorical,100000,,91940,,,2.9358966149347438e-05,
assets_usd,popularity_tier_national,numerical,categorical,100000,,100000,,,1.1634884977741316e-05,
assets_usd,trust_tier_1to5,numerical,numerical,100000,-0.0009796089106696515,100000,-0.00315819924108072,,,
assets_usd,widget_pos,numerical,numerical,100000,0.0012439759839250925,100000,-0.002119098349759459,,,
assets_usd,inventory_type,numerical,categorical,100000,,100000,,,8.012840361539402e-08,
assets_usd,widget_id,numerical,categorical,100000,,100000,,,0.0,
assets_usd,device_type_id,numerical,categorical,100000,,100000,,,2.219170567601433e-06,
assets_usd,compounding_method,numerical,categorical,100000,,100000,,,7.126722137762312e-05,
assets_usd,state_code,numerical,categorical,100000,,100000,,,3.792574351407302e-05,
assets_usd,advertiser_customer_id,numerical,categorical,100000,,100000,,,0.00018169138309706445,
assets_usd,advertiser_account_id,numerical,categorical,100000,,100000,,,0.00031120314033347127,
assets_usd,listing_style_id,numerical,categorical,100000,,100000,,,3.266667179352431e-05,
assets_usd,publisher.accountid,numerical,categorical,100000,,100000,,,0.00024620069835625387,
assets_usd,media_channel,numerical,categorical,100000,,100000,,,0.00011867648434461736,
assets_usd,publisher_customer_id,numerical,categorical,100000,,100000,,,0.00012863387392596186,
assets_usd,service_code,numerical,categorical,100000,,100000,,,2.6382954523733715e-06,
assets_usd,week_day,numerical,categorical,100000,,100000,,,2.3529643759530985e-05,
popularity_tier_national,trust_tier_1to5,categorical,numerical,100000,,100000,,,1.373029402584781e-05,
popularity_tier_national,widget_pos,categorical,numerical,100000,,100000,,,2.038003519632091e-05,
popularity_tier_national,inventory_type,categorical,categorical,100000,,100000,,,,0.005023247708732916
popularity_tier_national,widget_id,categorical,categorical,100000,,100000,,,,
popularity_tier_national,device_type_id,categorical,categorical,100000,,100000,,,,0.0
popularity_tier_national,compounding_method,categorical,categorical,100000,,100000,,,,0.0024146324078518624
popularity_tier_national,state_code,categorical,categorical,100000,,100000,,,,0.0066462568488820884
popularity_tier_national,advertiser_customer_id,categorical,categorical,100000,,100000,,,,0.0
popularity_tier_national,advertiser_account_id,categorical,categorical,100000,,100000,,,,0.005075628098652175
popularity_tier_national,listing_style_id,categorical,categorical,100000,,100000,,,,0.0
popularity_tier_national,publisher.accountid,categorical,categorical,100000,,100000,,,,0.0
popularity_tier_national,media_channel,categorical,categorical,100000,,100000,,,,0.0043343403138188675
popularity_tier_national,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.005913333588438766
popularity_tier_national,service_code,categorical,categorical,100000,,100000,,,,0.0
popularity_tier_national,week_day,categorical,categorical,100000,,100000,,,,0.0064943806843045515
trust_tier_1to5,widget_pos,numerical,numerical,100000,-0.0004596801399450789,100000,-0.000472461925534407,,,
trust_tier_1to5,inventory_type,numerical,categorical,100000,,100000,,,7.907033911764844e-06,
trust_tier_1to5,widget_id,numerical,categorical,100000,,100000,,,0.0,
trust_tier_1to5,device_type_id,numerical,categorical,100000,,100000,,,4.702234771552824e-06,
trust_tier_1to5,compounding_method,numerical,categorical,100000,,100000,,,8.549264869738654e-06,
trust_tier_1to5,state_code,numerical,categorical,100000,,100000,,,9.098467809334971e-05,
trust_tier_1to5,advertiser_customer_id,numerical,categorical,100000,,100000,,,0.0001351999865577321,
trust_tier_1to5,advertiser_account_id,numerical,categorical,100000,,100000,,,0.00012550946319403214,
trust_tier_1to5,listing_style_id,numerical,categorical,100000,,100000,,,5.097056021261169e-05,
trust_tier_1to5,publisher.accountid,numerical,categorical,100000,,100000,,,0.00011290847795100287,
trust_tier_1to5,media_channel,numerical,categorical,100000,,100000,,,2.4309305826592583e-05,
trust_tier_1to5,publisher_customer_id,numerical,categorical,100000,,100000,,,0.00011657275017583288,
trust_tier_1to5,service_code,numerical,categorical,100000,,100000,,,2.735596747176401e-05,
trust_tier_1to5,week_day,numerical,categorical,100000,,100000,,,4.262429743434994e-05,
widget_pos,inventory_type,numerical,categorical,100000,,100000,,,1.1306986313071899e-06,
widget_pos,widget_id,numerical,categorical,100000,,100000,,,0.0,
widget_pos,device_type_id,numerical,categorical,100000,,100000,,,5.04525991216597e-06,
widget_pos,compounding_method,numerical,categorical,100000,,100000,,,4.082792956220846e-05,
widget_pos,state_code,numerical,categorical,100000,,100000,,,0.0001035921865824739,
widget_pos,advertiser_customer_id,numerical,categorical,100000,,100000,,,0.00018434598912547533,
widget_pos,advertiser_account_id,numerical,categorical,100000,,100000,,,0.00023723639135881248,
widget_pos,listing_style_id,numerical,categorical,100000,,100000,,,4.118052688052458e-05,
widget_pos,publisher.accountid,numerical,categorical,100000,,100000,,,0.0002152620157447349,
widget_pos,media_channel,numerical,categorical,100000,,100000,,,3.0249375659717473e-05,
widget_pos,publisher_customer_id,numerical,categorical,100000,,100000,,,0.00021161708251084344,
widget_pos,service_code,numerical,categorical,100000,,100000,,,3.3493723885120614e-05,
widget_pos,week_day,numerical,categorical,100000,,100000,,,3.67262887094139e-05,
inventory_type,widget_id,categorical,categorical,100000,,100000,,,,
inventory_type,device_type_id,categorical,categorical,100000,,100000,,,,0.0
inventory_type,compounding_method,categorical,categorical,100000,,100000,,,,0.0
inventory_type,state_code,categorical,categorical,100000,,100000,,,,0.0
inventory_type,advertiser_customer_id,categorical,categorical,100000,,100000,,,,0.0
inventory_type,advertiser_account_id,categorical,categorical,100000,,100000,,,,0.0056243299906585985
inventory_type,listing_style_id,categorical,categorical,100000,,100000,,,,0.004316350729057516
inventory_type,publisher.accountid,categorical,categorical,100000,,100000,,,,0.006878329831493078
inventory_type,media_channel,categorical,categorical,100000,,100000,,,,0.0
inventory_type,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0
inventory_type,service_code,categorical,categorical,100000,,100000,,,,0.0
inventory_type,week_day,categorical,categorical,100000,,100000,,,,0.0
widget_id,device_type_id,categorical,categorical,100000,,100000,,,,
widget_id,compounding_method,categorical,categorical,100000,,100000,,,,
widget_id,state_code,categorical,categorical,100000,,100000,,,,
widget_id,advertiser_customer_id,categorical,categorical,100000,,100000,,,,
widget_id,advertiser_account_id,categorical,categorical,100000,,100000,,,,
widget_id,listing_style_id,categorical,categorical,100000,,100000,,,,
widget_id,publisher.accountid,categorical,categorical,100000,,100000,,,,
widget_id,media_channel,categorical,categorical,100000,,100000,,,,
widget_id,publisher_customer_id,categorical,categorical,100000,,100000,,,,
widget_id,service_code,categorical,categorical,100000,,100000,,,,
widget_id,week_day,categorical,categorical,100000,,100000,,,,
device_type_id,compounding_method,categorical,categorical,100000,,100000,,,,0.0
device_type_id,state_code,categorical,categorical,100000,,100000,,,,0.004188151921923553
device_type_id,advertiser_customer_id,categorical,categorical,100000,,100000,,,,0.0
device_type_id,advertiser_account_id,categorical,categorical,100000,,100000,,,,0.0
device_type_id,listing_style_id,categorical,categorical,100000,,100000,,,,0.0
device_type_id,publisher.accountid,categorical,categorical,100000,,100000,,,,0.0
device_type_id,media_channel,categorical,categorical,100000,,100000,,,,0.0
device_type_id,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0
device_type_id,service_code,categorical,categorical,100000,,100000,,,,0.0
device_type_id,week_day,categorical,categorical,100000,,100000,,,,0.0014770437513439419
compounding_method,state_code,categorical,categorical,100000,,100000,,,,0.0
compounding_method,advertiser_customer_id,categorical,categorical,100000,,100000,,,,0.0040559225507733835
compounding_method,advertiser_account_id,categorical,categorical,100000,,100000,,,,0.0077109273024468196
compounding_method,listing_style_id,categorical,categorical,100000,,100000,,,,0.003211984121335662
compounding_method,publisher.accountid,categorical,categorical,100000,,100000,,,,0.009475237465780122
compounding_method,media_channel,categorical,categorical,100000,,100000,,,,0.0
compounding_method,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0
compounding_method,service_code,categorical,categorical,100000,,100000,,,,0.0
compounding_method,week_day,categorical,categorical,100000,,100000,,,,0.0017749612471452943
state_code,advertiser_customer_id,categorical,categorical,100000,,100000,,,,0.0
state_code,advertiser_account_id,categorical,categorical,100000,,100000,,,,0.005961276595481809
state_code,listing_style_id,categorical,categorical,100000,,100000,,,,0.0
state_code,publisher.accountid,categorical,categorical,100000,,100000,,,,0.0
state_code,media_channel,categorical,categorical,100000,,100000,,,,0.001004841722440341
state_code,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0
state_code,service_code,categorical,categorical,100000,,100000,,,,0.0
state_code,week_day,categorical,categorical,100000,,100000,,,,0.0
advertiser_customer_id,advertiser_account_id,categorical,categorical,100000,,100000,,,,0.35890442854304816
advertiser_customer_id,listing_style_id,categorical,categorical,100000,,100000,,,,0.0
advertiser_customer_id,publisher.accountid,categorical,categorical,100000,,100000,,,,0.0016532532806737318
advertiser_customer_id,media_channel,categorical,categorical,100000,,100000,,,,0.0
advertiser_customer_id,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0007275790812004472
advertiser_customer_id,service_code,categorical,categorical,100000,,100000,,,,0.0
advertiser_customer_id,week_day,categorical,categorical,100000,,100000,,,,0.0
advertiser_account_id,listing_style_id,categorical,categorical,100000,,100000,,,,0.0
advertiser_account_id,publisher.accountid,categorical,categorical,100000,,100000,,,,0.0018297858276534141
advertiser_account_id,media_channel,categorical,categorical,100000,,100000,,,,0.0055651337375832045
advertiser_account_id,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0
advertiser_account_id,service_code,categorical,categorical,100000,,100000,,,,0.0
advertiser_account_id,week_day,categorical,categorical,100000,,100000,,,,0.002354294924461344
listing_style_id,publisher.accountid,categorical,categorical,100000,,100000,,,,0.0036729251125936983
listing_style_id,media_channel,categorical,categorical,100000,,100000,,,,0.0
listing_style_id,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0
listing_style_id,service_code,categorical,categorical,100000,,100000,,,,0.0032729933981173955
listing_style_id,week_day,categorical,categorical,100000,,100000,,,,0.0
publisher.accountid,media_channel,categorical,categorical,100000,,100000,,,,0.0
publisher.accountid,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.6662186395400678
publisher.accountid,service_code,categorical,categorical,100000,,100000,,,,0.00868431716672276
publisher.accountid,week_day,categorical,categorical,100000,,100000,,,,0.0
media_channel,publisher_customer_id,categorical,categorical,100000,,100000,,,,0.0
media_channel,service_code,categorical,categorical,100000,,100000,,,,0.0
media_channel,week_day,categorical,categorical,100000,,100000,,,,0.004660344705151352
publisher_customer_id,service_code,categorical,categorical,100000,,100000,,,,0.005399273003082382
publisher_customer_id,week_day,categorical,categorical,100000,,100000,,,,0.0
service_code,week_day,categorical,categorical,100000,,100000,,,,0.0
